unique_id,ds,LGBMRegressor
USA/CA/CA_1/HOUSEHOLD,2016-03-30,761.685899606022
USA/CA/CA_1/HOUSEHOLD,2016-03-31,783.0841127605036
USA/CA/CA_1/HOUSEHOLD,2016-04-01,893.5161501819332
USA/CA/CA_1/HOUSEHOLD,2016-04-02,1315.612330330378
USA/CA/CA_1/HOUSEHOLD,2016-04-03,1395.3649122164227
USA/CA/CA_1/HOUSEHOLD,2016-04-04,923.4314393527764
USA/CA/CA_1/HOUSEHOLD,2016-04-05,847.4698653821041
USA/CA/CA_1/HOUSEHOLD,2016-04-06,826.3543687164871
USA/CA/CA_1/HOUSEHOLD,2016-04-07,831.1306132121377
USA/CA/CA_1/HOUSEHOLD,2016-04-08,932.9757328234297
USA/CA/CA_1/HOUSEHOLD,2016-04-09,1365.672513830159
USA/CA/CA_1/HOUSEHOLD,2016-04-10,1382.3073330435934
USA/CA/CA_1/HOUSEHOLD,2016-04-11,934.0986984793433
USA/CA/CA_1/HOUSEHOLD,2016-04-12,854.9760913197059
USA/CA/CA_1/HOUSEHOLD,2016-04-13,829.3095707318308
USA/CA/CA_1/HOUSEHOLD,2016-04-14,816.404018196888
USA/CA/CA_1/HOUSEHOLD,2016-04-15,914.5825780839448
USA/CA/CA_1/HOUSEHOLD,2016-04-16,1324.8989570276203
USA/CA/CA_1/HOUSEHOLD,2016-04-17,1341.5407903581984
USA/CA/CA_1/HOUSEHOLD,2016-04-18,921.0547873471493
USA/CA/CA_1/HOUSEHOLD,2016-04-19,840.5904086367274
USA/CA/CA_1/HOUSEHOLD,2016-04-20,809.1311142506185
USA/CA/CA_1/HOUSEHOLD,2016-04-21,837.1607103274611
USA/CA/CA_1/HOUSEHOLD,2016-04-22,945.014999725603
USA/CA/CA_1/HOUSEHOLD,2016-04-23,1328.7267704314572
USA/CA/CA_1/HOUSEHOLD,2016-04-24,1289.8325287668263
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-03-28,679.1176437734528
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-03-29,597.4702662767422
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-03-30,585.6840662409542
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-03-31,590.1820136685168
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-01,717.7792359607237
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-02,1015.2668889112285
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-03,1083.9072283032235
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-04,747.5819656359605
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-05,649.5906935907836
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-06,655.2465973104938
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-07,650.8063347742972
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-08,759.3251032381403
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-09,1013.2642135352706
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-10,1007.7423837398189
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-11,701.2870639047476
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-12,620.2350787713913
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-13,632.7712278723023
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-14,632.4629763245572
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-15,730.742327276435
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-16,1004.6017221063897
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-17,1044.6682731374442
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-18,698.9564830705324
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-19,625.1089551356116
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-20,635.0525585728516
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-21,631.3766307042731
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-22,748.8419706469742
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-23,996.9203740524313
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_1,2016-04-24,1007.4361717002163
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-03-28,171.62267872654573
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-03-29,165.85773368494918
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-03-30,175.0554440783551
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-03-31,168.97651614827294
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-01,189.23497659115543
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-02,268.14620544783276
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-03,233.91961968429837
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-04,178.51627292763337
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-05,168.53837261263075
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-06,178.85079992434086
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-07,173.67231477838874
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-08,196.88320401787175
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-09,272.5038635492253
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-10,227.28420940544385
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-11,177.62478280079088
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-12,166.6717082984027
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-13,177.31536994237547
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-14,171.34772175475348
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-15,194.81309233459464
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-16,257.4143116100785
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-17,223.83516107088968
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-18,177.30071791871762
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-19,164.00969645891288
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-20,175.036987950331
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-21,170.01987378094856
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-22,189.41706535333762
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-23,252.5519749014544
USA/CA/CA_1/HOUSEHOLD/HOUSEHOLD_2,2016-04-24,218.8908124750889
USA/CA/CA_2,2016-03-28,3449.437093561806
USA/CA/CA_2,2016-03-29,3502.441156662766
USA/CA/CA_2,2016-03-30,3432.9194682117372
USA/CA/CA_2,2016-03-31,3637.7644481726747
USA/CA/CA_2,2016-04-01,4465.735744200518
USA/CA/CA_2,2016-04-02,5551.230545430643
USA/CA/CA_2,2016-04-03,5606.840349947789
USA/CA/CA_2,2016-04-04,4110.011177889719
USA/CA/CA_2,2016-04-05,3876.0616381955942
USA/CA/CA_2,2016-04-06,3699.8157658329246
USA/CA/CA_2,2016-04-07,3771.19699409774
USA/CA/CA_2,2016-04-08,4527.321495321745
USA/CA/CA_2,2016-04-09,5584.185009035693
USA/CA/CA_2,2016-04-10,5431.88724456584
USA/CA/CA_2,2016-04-11,3869.2412803683737
USA/CA/CA_2,2016-04-12,3662.532481201339
USA/CA/CA_2,2016-04-13,3524.501405896137
USA/CA/CA_2,2016-04-14,3548.385223869077
USA/CA/CA_2,2016-04-15,4080.283455154058
USA/CA/CA_2,2016-04-16,4952.632156338425
USA/CA/CA_2,2016-04-17,5247.280138172484
USA/CA/CA_2,2016-04-18,3588.1726510440517
USA/CA/CA_2,2016-04-19,3526.829270592829
USA/CA/CA_2,2016-04-20,3400.214738376064
USA/CA/CA_2,2016-04-21,3492.841370051782
USA/CA/CA_2,2016-04-22,4163.591192293268
USA/CA/CA_2,2016-04-23,5522.703308398245
USA/CA/CA_2,2016-04-24,5768.757978738596
USA/CA/CA_2/FOODS,2016-03-28,2436.0202960776523
USA/CA/CA_2/FOODS,2016-03-29,2361.873462095188
USA/CA/CA_2/FOODS,2016-03-30,2429.9798338831465
USA/CA/CA_2/FOODS,2016-03-31,2391.133828537785
USA/CA/CA_2/FOODS,2016-04-01,2877.230210273957
USA/CA/CA_2/FOODS,2016-04-02,3784.784649364498
USA/CA/CA_2/FOODS,2016-04-03,3948.6556812454787
USA/CA/CA_2/FOODS,2016-04-04,2562.3037392494907
USA/CA/CA_2/FOODS,2016-04-05,2652.6306541228214
USA/CA/CA_2/FOODS,2016-04-06,2579.917836568971
